PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Kinetic Aqueous Solubility (ug/mL),Analysis Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Indicates type of activity observed: 0-10: Low Solubility  >10: Moderate/High Solubility,Numerical value of the observed aqueous solubility.,Annotation/notes on a particular compound's data or its analysis as described in the published paper.
619,858016,6603247,C1CC2=C(C1)N(C3=C(C2=N)CCC3)CC4=CC=CC=C4.Cl,Active,39,,,Moderate/High,>39,class = 0
620,387059809,3246430,C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)N)N,Active,39,,,Moderate/High,>39,class = 0
621,363676485,6726,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,Active,39,,,Moderate/High,>39,class = 0
622,384568346,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,Active,39,,,Moderate/High,>39,class = 0
623,124953250,135454041,C1=CN(C2=C1C(=O)NC=N2)C3C(C(C(O3)CO)O)O,Active,39,,,Moderate/High,>39,class = 0
624,384568692,73087,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,Active,39,,,Moderate/High,>39,class = 0
625,377675320,621867,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,Active,39,,,Moderate/High,>39,class = 0
626,172113107,2365267,C1=CC=C2C(=C1)/C(=C\C3=CC=C(C=C3)C(=O)O)/C(=O)N2,Active,39,,,Moderate/High,>39,class = 0
627,172113110,1478221,C1=CC=C2C(=C1)/C(=C/C3=CC(=CC=C3)C(=O)O)/C(=O)N2,Active,39,,,Moderate/High,>39,class = 0
628,384569020,44462758,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,Active,39,,,Moderate/High,>39,class = 0
629,375856522,91916716,C1CN(CCC1CC2=NC(=NO2)C3=NC=CN=C3)C(=O)C4=CC5=C(C=C4)OCO5,Active,39,,,Moderate/High,>39,class = 0
630,161004172,70789445,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4F,Active,39,,,Moderate/High,38.8,class = 0
631,164755749,71771085,CC1=C(C(=CC=C1)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(N3CCCCC3)[O-],Active,39,,,Moderate/High,38.75,class = 0
632,384567822,1345,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,Active,39,,,Moderate/High,38.63,class = 0
633,377020458,91666658,CC1=C(C(=NO1)C)C2=CC(=C(C=C2)C3=CC(=C(S3)NC(=O)N)C(=O)N)O[C@H]4CCNC4,Active,39,,,Moderate/High,38.54,class = 0
634,375885197,134805666,CC(C)(C)CN1CCNC2=CC(=NC=C2C1)NC3=CC=CC=C3,Active,39,,,Moderate/High,38.51,class = 0
635,26749207,5701997,CN1CC(C[C@@H]2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,Active,38,,,Moderate/High,38.42,class = 0
636,99367912,630762,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC4=CC=CC=C43,Active,38,,,Moderate/High,38.33,class = 0
637,384567866,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Active,38,,,Moderate/High,>38,class = 0
638,57288375,25181367,CN(C)C(=O)C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,Active,38,,,Moderate/High,>38,class = 0
639,363677373,10430360,C1CCN(CC1)CCOC2=CC=CC(=C2)C3=NNC4=C3C=C(C=C4)C5=NC=NN5,Active,38,,,Moderate/High,>38,class = 0
640,384568800,135398495,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,Active,38,,,Moderate/High,>38,class = 0
641,384569018,135565082,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,Active,38,,,Moderate/High,>38,class = 0
642,363681153,500902,C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O)O,Active,38,,,Moderate/High,>38,class = 0
643,375839683,91891807,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4=CC=C(C=C4)OC(F)(F)F,Active,38,,,Moderate/High,37.88,class = 0
644,162211018,71307871,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCC(C4)(C)C,Active,38,,,Moderate/High,37.72,class = 0
645,160844022,70701391,COC1=CC=CC=C1CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,37,,,Moderate/High,37.42,class = 0
646,375819054,137299537,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4F,Active,37,,,Moderate/High,37.32,class = 0
647,363681205,72710568,CC1=C(SC(=N1)[C@@](C)(CO)O)C2=CC(=C(N=C2)N)O[C@H](C)C3=C(C=CC(=C3)F)N4N=CC=N4,Active,37,,,Moderate/High,37.27,class = 0
648,160844048,1079726,C1=CC(=CC=C1NCC2=C(C=CC(=C2)Cl)O)S(=O)(=O)NC3=NC=CS3,Active,37,,,Moderate/High,37.2,class = 0
649,24406691,16028187,CCN1CCN(CC1)C2=NC=C3CN(CCC3=N2)CC4=CC(=CS4)Br,Active,37,,,Moderate/High,37.15,class = 0
650,24788629,750541,C1=CN(C(=C1)C=C2C(=O)NC(=S)NC2=O)C3=CC=C(C=C3)O,Active,37,,,Moderate/High,37.02,class = 0
651,110167693,50898226,CCOC(=O)C1CCN(CC1)C(=O)C(C)(C)NC(=O)NC2=C(C=C(C=C2)Cl)Cl,Active,37,,,Moderate/High,37.02,class = 0
652,170466419,53708,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,Active,37,,,Moderate/High,>37,class = 0
653,124893286,2377964,CN1C(=NN=N1)SC2=NC=NC3=C2C=CS3,Active,37,,,Moderate/High,>37,class = 0
654,144206859,71900,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Active,37,,,Moderate/High,>37,class = 0
655,163827053,71660739,C1COCCN1S(=O)(=O)C2=CN=C(S2)N,Active,37,,,Moderate/High,>37,class = 0
656,375814047,4134287,C1=CC=C2C(=C1)C=C(C=N2)C3=CC(=CC=C3)C(=O)O,Active,37,,,Moderate/High,>37,class = 0
657,375820357,137291230,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)CC4CCCCC4,Active,37,,,Moderate/High,>37,class = 0
658,384569357,123132228,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,Active,37,,,Moderate/High,>37,class = 0
659,99367904,46907684,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3C#N,Active,37,,,Moderate/High,36.89,class = 0
660,170465786,3627,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Active,37,,,Moderate/High,36.88,class = 0
661,164755775,71771093,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=C(C=C3)C#N)[O-],Active,37,,,Moderate/High,36.78,class = 0
662,384568889,10366136,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,Active,37,,,Moderate/High,36.78,class = 0
663,384569358,71090129,CC(C)N1C=C(C2=C(C=CN=C21)NS(=O)(=O)C3=NN(C=C3)C)C4=CC5=C(CCN5C)C=C4,Active,37,,,Moderate/High,36.7,class = 0
664,375887020,134807488,C1CN(CC2=CN=C(C=C2N1)NCC3=CC=C(C=C3)F)CC4=CC=NC=C4,Active,37,,,Moderate/High,36.59,class = 0
665,144206149,9850878,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CSC(C)(C)CNC(=O)[C@@H](C(C)C)N)C,Active,37,,,Moderate/High,36.58,class = 0
666,162010011,71295941,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=CC=N3)OCC,Active,36,,,Moderate/High,36.48,class = 0
667,375886750,134807218,C1CN(CC2=CN=C(C=C2N1)NCC3=CC=CC=C3)CC4=CN=CC=C4,Active,36,,,Moderate/High,36.48,class = 0
668,162211001,71307858,CC1=CC(=C(N1C2=CC(=CC=C2)Cl)C)C3=NN=C4N3CCCCC4,Active,36,,,Moderate/High,36.46,class = 0
669,163827042,71660777,CN1C=C(C(=N1)C2C3=C(CCCC3=O)NC(=N2)NC4=NC5=CC=CC=C5O4)Cl,Active,36,,,Moderate/High,36.39,class = 0
670,160844059,70701425,C1=CC(=C(C(=C1)Br)O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,36,,,Moderate/High,36.32,class = 0
671,144116992,60167834,CC1=CN=C(N=C1NCC2CN(C2)C3=CN=CC=C3)C4=CC=CC=C4C(C)C,Active,36,,,Moderate/High,36.32,class = 0
672,384568104,2159,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,Active,36,,,Moderate/High,36.25,class = 0
673,163826990,71660747,C1CCN(C1)[S+](=O)(C2=CC3=C(C=C2)OC(=N3)NC4=NC(C5=C(N4)CCCC5=O)C6=C(C=NN6)Cl)[O-],Active,36,,,Moderate/High,36.2,class = 0
674,377656637,7536878,COC1=CC=C(C=C1)CNC(=O)C2=NC3=CC=CC=C3N=C2,Active,36,,,Moderate/High,36.14,class = 0
675,11114117,5311452,CCC1=CC=CC=C1OC[C@H](CN[C@H]2CCCC3=CC=CC=C23)O,Active,36,,,Moderate/High,36.02,class = 0
676,162210990,71307837,CC1=CC(=C(N1C2=CC=NC=C2)C)C3=NN=C4N3CCCCC4,Active,36,,,Moderate/High,36.02,class = 0
677,29215052,6604934,CC1(C2=C(C3=CC=CC=C3C(=O)C2=O)NC1=O)C,Active,36,,,Moderate/High,>36,class = 0
678,377020259,5289419,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,Active,36,,,Moderate/High,>36,class = 0
679,375808655,75411313,C1CCC(C1)C(=O)NC[C@H]2CN3C(=NC=C3C4=CC=C(C=C4)Cl)CO2,Active,36,,,Moderate/High,>36,class = 0
680,363677344,71304818,CC(C)CNC1=NC(=NC=C1)NCC2=CSC(=N2)C3=CC=CC=C3,Active,36,,,Moderate/High,35.92,class = 0
681,377684740,4552554,CC1=CC=C(C=C1)COC2=C(C=C(C=C2)C(=S)N3CCN(CC3)CCO)OC,Active,36,,,Moderate/High,35.87,class = 0
682,104224779,49853294,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)CC3=CC(=CC=C3)C(F)(F)F)C,Active,36,,,Moderate/High,35.85,class = 0
683,164755734,866988,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC=C(C=C2)OC,Active,35,,,Moderate/High,35.28,class = 0
684,137275869,57519516,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C3=NN=C4N3CCCCC4,Active,35,,,Moderate/High,35.26,class = 0
685,104224471,49853213,C1CNCCC1C2=CC=C(C=C2)NCC3=CC=C(O3)C4=CC=C(C=C4)C#N,Active,35,,,Moderate/High,35.23,class = 0
686,162210988,71307828,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCC(CC4)Br,Active,35,,,Moderate/High,35.17,class = 0
687,124876733,759785,CN(C)C1=C2C(=C(SC2=NC=C1)C(=O)N)N,Active,35,,,Moderate/High,>35,class = 0
688,24816248,4321730,CC1CCCCN1C2=NC=NC(=C2[N+](=O)[O-])N,Active,35,,,Moderate/High,>35,class = 0
689,26730115,2800162,CC1=C(C=CC(=C1)OC2=NC=C(C=C2)N)Cl,Active,35,,,Moderate/High,>35,class = 0
690,99367924,46907729,C1CN(CCC1C(=O)N)C2=NC=CC(=N2)Cl,Active,35,,,Moderate/High,>35,class = 0
691,377712128,16955992,CCOC1=CC=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC=CC=N4,Active,35,,,Moderate/High,>35,class = 0
692,375873079,56893258,C1C[C@@H](C[C@H]1NC2=NC=CC(=N2)C3=CC=NC=C3)NC(=O)CNC(=O)N,Active,35,,,Moderate/High,>35,class = 0
693,384569537,90479372,CN(CC1=CC=C(C=C1)/C=C/C(=O)NO)CC23CC4CC(C2)CC(C4)C3,Active,35,,,Moderate/High,>35,class = 0
694,375818693,137299526,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)NC4=CC=CC=C4,Active,35,,,Moderate/High,34.93,class = 0
695,375869899,87051947,C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=NC=C3)C(=O)C4=NN(C5=CC=CC=C54)C,Active,35,,,Moderate/High,34.87,class = 0
696,99367933,46907753,CN(C)C1=CC=CC(=C1)C2=CN=C(N=C2)N3CCC(CC3)C(=O)N,Active,35,,,Moderate/High,34.86,class = 0
697,363678316,11154555,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,Active,35,,,Moderate/High,34.77,class = 0
698,404904719,5328135,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=C(C=CC=C3Cl)Cl)NC(=O)NC(C)(C)C,Active,35,,,Moderate/High,34.73,class = 0
699,99367942,46907714,C1COC2=C(C=C(C=C2)C3=CSC(=N3)N4CCC(CC4)C(=O)N)OC1,Active,35,,,Moderate/High,34.66,class = 0
700,377714231,5305440,C1C2CC3CC1CC(C2)(C3)NCC(=O)C4=CC=C(C=C4)Cl,Active,35,,,Moderate/High,34.64,class = 0
701,161004165,70789499,CC1=C(C=CC(=C1)F)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,35,,,Moderate/High,34.64,class = 0
702,87677830,44144346,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC4=C(C=C3)OCCO4,Active,35,,,Moderate/High,34.6,class = 0
703,99431362,46926080,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=C(C=NN4)Cl)C(=O)NC5=NN=CS5,Active,35,,,Moderate/High,34.57,class = 0
704,26730064,2813100,CC1=C(C2=CC=CC=C2N1)CN3CCN(CC3)C4=CC=CC=N4,Active,34,,,Moderate/High,34.44,class = 0
705,161004137,70789383,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC(=C4)C#N,Active,34,,,Moderate/High,34.31,class = 0
706,164755752,5184481,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=C(C=C2)OC)S(=O)(=O)N3CCCCC3,Active,34,,,Moderate/High,34.23,class = 0
707,24269406,7066847,CC1=CC=CC2=NC(=C(N12)NC3=CC=C(C=C3)F)C4=CC=CC=N4,Active,34,,,Moderate/High,34.22,class = 0
708,377711492,50767626,CC1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)N(C(=O)C3(C)C)CC(=O)NCC4=CC=CO4,Active,34,,,Moderate/High,34.21,class = 0
709,4258425,1264460,CCN1C(=NN=C1SCC2=CC=C(C=C2)C#N)C3=CC(=CC=C3)Cl,Active,34,,,Moderate/High,34.17,class = 0
710,4240971,707153,CCOC(=O)C1=CNC2=C(C1=O)C=CC3=C2CCCC3,Active,34,,,Moderate/High,34.02,class = 0
711,857789,6603237,CCCC1=C(C(=N)C2=CC=CC=C2N1C)CC.I,Active,34,,,Moderate/High,>34,class = 0
712,24271784,3237082,CC1=CC=CC=C1NC(=O)NC2=CC=CS2,Active,34,,,Moderate/High,>34,class = 0
713,24412997,16033135,C1CCN(CC1)C2CCN(CC2)C3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)Br)C(=O)O,Active,34,,,Moderate/High,34,class = 0
714,57288374,25181366,CN(C)C1=CC=C(C=C1)C2=C(C(=O)NC=C2)N,Active,34,,,Moderate/High,>34,class = 0
715,172113100,43462960,C1C2=C(C=CC(=C2)C(=O)C3=CC=CO3)NC1=O,Active,34,,,Moderate/High,>34,class = 0
716,162010097,71296027,CN1CCC(=CC1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,Active,34,,,Moderate/High,33.83,class = 0
717,375889102,134809569,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCC5=CN=CN5)C=N2,Active,34,,,Moderate/High,33.74,class = 0
718,363677745,72943187,CCOC(=O)NC1=CC(=NN2C1=NN=C2C)C3=CC(=C(C=C3)C)NS(=O)(=O)C,Active,34,,,Moderate/High,33.64,class = 0
719,174315286,42992585,COC1=C(C=C(C=C1)NC(=O)C2=CN=CC=C2)S(=O)(=O)NC3=CC=C(C=C3)Br,Active,34,,,Moderate/High,33.54,class = 0
720,170466409,16363,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,Active,33,,,Moderate/High,33.27,class = 0
721,161004147,2132664,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,Active,33,,,Moderate/High,33.23,class = 0
722,164755746,71771077,CC1=C(N(C(=C1C(=O)C)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N(C)C)[O-],Active,33,,,Moderate/High,33.21,class = 0
723,375813303,134788517,CC(C)C1=NC2=C(CCN(CC2)CC3=CC=C(C=C3)NC(=O)C)C(=N1)C4=CC=C(C=C4)Cl,Active,33,,,Moderate/High,33.08,class = 0
724,124882688,180081,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,Active,33,,,Moderate/High,>33,class = 0
725,363676526,123664,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1[C@H](O1)C(=O)O,Active,33,,,Moderate/High,33,class = 0
726,170466562,6165447,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)C(=O)N,Active,33,,,Moderate/High,>33,class = 0
727,99381597,46916317,CN(C)CC(=O)NC1CCCC2=C1C=NN2C3=C(C=C(C=C3)F)F,Active,33,,,Moderate/High,>33,class = 0
728,124949985,775655,CN(C)CCC(=O)C1=CC(=C(C=C1)OC)F,Active,33,,,Moderate/High,>33,class = 0
729,376241693,132942364,C/C=C\1/CN2CC[C@]34[C@@H]([C@H]1C[C@H]2[C@H]3N(C5=CC=CC=C45)C)C(=O)OC,Active,33,,,Moderate/High,>33,class = 0
730,170466638,65776,CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CC3=CC=CC=C3)C,Active,33,,,Moderate/High,32.95,class = 0
731,87677822,44144368,CN1C=CC2=C1C=CC(=C2)C3=CSC(=N3)N4CCC(CC4)C(=O)N,Active,33,,,Moderate/High,32.93,class = 0
732,99367970,46907679,C1CCN(CC1)C2=CC=CC(=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)N,Active,33,,,Moderate/High,32.9,class = 0
733,87677833,44143947,CC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,33,,,Moderate/High,32.88,class = 0
734,375855120,46059186,CC(C)C(=O)N1CCC2=C(C1C3=CC(=CC=C3)F)C=C(C=C2)OCC4=NC(=CO4)C(=O)N5CCCC5,Active,33,,,Moderate/High,32.87,class = 0
735,164755750,71771097,CC1=C(C(=CC=C1)C)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(N(C)C)[O-],Active,33,,,Moderate/High,32.78,class = 0
736,162210993,71307878,CC1=CC(=C(N1C2=CC=CC(=C2)C(F)(F)F)C)C3=NN=C4N3CCCCC4,Active,33,,,Moderate/High,32.75,class = 0
737,99367993,46907703,CN(C)C1=CC=CC(=C1)C2=CN=C(S2)N3CCC(CC3)C4=NC=CN4,Active,33,,,Moderate/High,32.69,class = 0
738,164755764,26951683,CC(=O)NC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC=C(C=C2)Br,Active,33,,,Moderate/High,32.69,class = 0
739,104224195,1005314,C1=CC(=CC(=C1)N2C=CC=C2/C=C/3\C(=O)N(C(=O)N3)C4=CC(=CC=C4)Cl)C(=O)O,Active,33,,,Moderate/High,32.67,class = 0
740,363679201,76283751,CN1C=C(C2=C1N=CC=C2)NC3=C(C=CN=C3)C(=O)O,Active,33,,,Moderate/High,32.65,class = 0
741,375886982,134807450,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCN5C=CN=C5)C=N2,Active,33,,,Moderate/High,32.53,class = 0
742,375852557,71707181,C1COCCN1CCNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,Active,33,,,Moderate/High,32.52,class = 0
743,162210961,71307873,CC1=CC(=C(N1C2=CN=CC=C2)C)C3=NN=C4N3CCCCC4,Active,32,,,Moderate/High,32.48,class = 0
744,24268074,4753688,CCCCCN1C2=CC=CC=C2N=C1CCCNC(=O)C3=CC=CC=C3OC,Active,32,,,Moderate/High,32.34,class = 0
745,363681119,73051434,CC1=CC2=C(C=CC=C2N1C3=NC4=C(COCC4)C(=N3)NCC5=CC=CC=C5)C(=O)N,Active,32,,,Moderate/High,32.32,class = 0
746,99367922,46907713,C1CN(CCC1C(=O)N)C2=NC=C(S2)Br,Active,32,,,Moderate/High,32.31,class = 0
747,124878486,135485450,C[C@@H]1[C@@H](/C=C\O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C3C(=N[C@H]5CC[C@@H](O[C@@H]5C)O)C=C(C4=O)NC(=O)/C(=C\C(=O)[C@@H]6C[C@@H]6[C@H]([C@@H]([C@H]([C@@H]([C@@H]1OC(=O)C)C)O)C)O)/C)O)C)C)OC,Active,32,,,Moderate/High,32.3,class = 0
748,144116976,60167874,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3CCN(C3)C4=NC=CN=C4)F,Active,32,,,Moderate/High,32.07,class = 0
749,104223760,213329,CC1=CC=C(N1C2=CC=CC(=C2)C(=O)O)C,Active,32,,,Moderate/High,>32,class = 0
750,375846594,87051521,CCCCN(C)C(=O)C1=C(SC2=C1C(=O)N(C=C2)CCC)C,Active,32,,,Moderate/High,>32,class = 0
751,375887302,134807770,COC1=C(C=C(C=C1)C2=NN3C(=NC=C3NC4=CC=NC=C4)C=C2)OC,Active,32,,,Moderate/High,31.94,class = 0
752,384569198,151115,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C5[C@H](CCC6=C5C(=CC(=C6C)F)N=C4C3=C2)N)O,Active,32,,,Moderate/High,31.93,class = 0
753,160844019,487903,C1=CC=C(C=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,32,,,Moderate/High,31.92,class = 0
754,162210979,71307866,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)C3=NN=C4N3CCCCC4,Active,32,,,Moderate/High,31.91,class = 0
755,3711815,699459,C1=CC=NC(=C1)S(=O)(=O)C2=CC=C(C=C2)Cl,Active,32,,,Moderate/High,31.77,class = 0
756,404904697,46907787,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,Active,32,,,Moderate/High,31.67,class = 0
757,363677847,5311424,CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)O,Active,32,,,Moderate/High,31.66,class = 0
758,375814862,134789906,C1CC1NC(=O)C2=NC(=C3N2C=CN=C3)C4=CN=CC=C4,Active,32,,,Moderate/High,31.58,class = 0
759,162211027,71307857,CC1=CC(=C(N1C2=CC(=C(C=C2)Cl)Cl)C)C3=NN=C4N3CCCCC4,Active,32,,,Moderate/High,31.56,class = 0
760,363677940,16195554,C1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2C5=CC=C(C=C5)C(=O)O,Active,31,,,Moderate/High,31.38,class = 0
761,377714205,3163563,CC1=C(C(CC(=O)N1)C(=O)NC2=CC=C(C=C2)Cl)C(=O)OC,Active,31,,,Moderate/High,31.24,class = 0
762,363677410,24785538,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,Active,31,,,Moderate/High,31.11,class = 0
763,375884446,134804915,COC1=NC=C(C=C1)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,Active,31,,,Moderate/High,31.1,class = 0
764,124880867,262093,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,Active,31,,,Moderate/High,>31,class = 0
765,164755766,46663817,CC1=C(NC(=C1C(=O)C)C)C(=O)N(C)C,Active,31,,,Moderate/High,>31,class = 0
766,375847692,136665409,COC1=C(C=C(C=C1)NC(=O)C2=CC(=NN2)C3=CC=CN3)OC,Active,31,,,Moderate/High,>31,class = 0
767,363677952,4068248,CCOC(=O)C1=CC(=C(C=C1)NC2CCCCC2)N,Active,31,,,Moderate/High,30.97,class = 0
768,7964575,5307102,CC1=C(C=CC(=C1)NC2=CC(=NC3=NC(=NN23)C)C)Br,Active,31,,,Moderate/High,30.88,class = 0
769,7972127,765549,CC1=CC(=CC=C1)CN2CCN(CC2)C3=CC=CC=N3,Active,31,,,Moderate/High,30.85,class = 0
770,87677823,44143159,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3C4=CC=CC=C4,Active,31,,,Moderate/High,30.65,class = 0
771,375888874,134809341,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CC5=C(C=C4)NC=C5,Active,31,,,Moderate/High,30.6,class = 0
772,377712511,16764667,COC1=C(C=C(C=C1)C2CC(=O)NC3=C2SC(=N3)N)OC,Active,30,,,Moderate/High,30.47,class = 0
773,375803848,26745136,COC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)NC5CCCCC5)NC=N4,Active,30,,,Moderate/High,30.47,class = 0
774,375877636,136665264,COC1=CC=C(C=C1)C2=CC=C(O2)C(=O)NC3CC(C3)C4=CC(=O)NC(=N4)N,Active,30,,,Moderate/High,30.4,class = 0
775,161004168,70789345,C1=CC(=CC=C1C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=C(C=C4)F)F,Active,30,,,Moderate/High,30.19,class = 0
776,124878032,92180,CC(=CCNC1=NC=NC2=C1NC=N2)C,Active,30,,,Moderate/High,>30,class = 0
777,104222051,790407,C1=CC(=CN=C1)NC(=O)C2=CC=CS2,Active,30,,,Moderate/High,>30,class = 0
778,85267871,3915663,CC1=CC=C(C=C1)CNCC2=C(NN=C2)C3=CC=C(C=C3)C,Active,30,,,Moderate/High,30,class = 0
779,104224537,49852898,CN1CCN(CC1)C2=CC3=C(C=CC(=C3N=C2)O)C(=O)OC,Active,30,,,Moderate/High,>30,class = 0
780,375807594,75410922,CC(=O)NC[C@H]1COCC2=NC3=C(N12)C=CC(=C3)C(=O)OC,Active,30,,,Moderate/High,>30,class = 0
